,Unnamed: 0,Location,Year,Distance (in meters),Stroke,Gender,Team,Athlete,Results,Rank
585,1564,Atlanta,1996,100m,Freestyle,Women,GER,Franziska Van Almsick,55.59,4
586,1565,Atlanta,1996,100m,Freestyle,Women,AUS,Sarah Ryan,55.85,4
587,1566,Atlanta,1996,100m,Freestyle,Women,DEN,Mette Jacobsen,56.01,4
588,1567,Atlanta,1996,100m,Freestyle,Women,NED,Karin Brienesse,56.12,4
590,1736,Atlanta,1996,50m,Freestyle,Men,RUS,Alexander Popov,22.13,1
591,1737,Atlanta,1996,50m,Freestyle,Men,USA,"Gary Hall, Jr.",22.26,2
592,1738,Atlanta,1996,50m,Freestyle,Men,BRA,Fernando Scherer,22.29,3
593,1739,Atlanta,1996,50m,Freestyle,Men,CHN,Chengji Jiang,22.33,4
594,1740,Atlanta,1996,50m,Freestyle,Men,RSA,Brendon Dedekind,22.59,4
595,1741,Atlanta,1996,50m,Freestyle,Men,USA,David Fox,22.68,4
596,1742,Atlanta,1996,50m,Freestyle,Men,VEN,Francisco Sanchez,22.72,4
597,1743,Atlanta,1996,50m,Freestyle,Men,PUR,Ricardo Busquets Healy,22.73,4
598,1744,Atlanta,1996,50m,Freestyle,Women,USA,Amy Van Dyken,24.87,1
599,1745,Atlanta,1996,50m,Freestyle,Women,CHN,Jingyi Le,24.9,2
600,1746,Atlanta,1996,50m,Freestyle,Women,GER,Sandra Voelker,25.14,3
601,1747,Atlanta,1996,50m,Freestyle,Women,USA,Angel Martino,25.31,4
602,1748,Atlanta,1996,50m,Freestyle,Women,BAR,Leah Martindale,25.49,4
603,1749,Atlanta,1996,50m,Freestyle,Women,SWE,Linda Olofsson,25.63,4
604,1750,Atlanta,1996,50m,Freestyle,Women,CHN,Ying Shan,25.7,4
605,1751,Atlanta,1996,50m,Freestyle,Women,RUS,Natalia Meshcheryakova,25.88,4
606,1760,Barcelona,1992,100m,Backstroke,Men,CAN,Mark Tewksbury,53.98,1
607,1761,Barcelona,1992,100m,Backstroke,Men,USA,Jeff Norman Rouse,54.04,2
608,1762,Barcelona,1992,100m,Backstroke,Men,USA,David Charles Berkoff,54.78,3
609,1763,Barcelona,1992,100m,Backstroke,Men,ESP,Martin Lopez Zubero,54.96,4
610,1764,Barcelona,1992,100m,Backstroke,Men,EUN,Vladimir Selkov,55.49,4
611,1765,Barcelona,1992,100m,Backstroke,Men,FRA,Franck Schott,55.72,4
612,1766,Barcelona,1992,100m,Backstroke,Men,CUB,Rodolfo Falcon Cabrera,55.76,4
613,1767,Barcelona,1992,100m,Backstroke,Men,GER,Dirk Richter,56.26,4
614,1792,Barcelona,1992,100m,Butterfly,Men,USA,Pablo Morales,53.32,1
615,1793,Barcelona,1992,100m,Butterfly,Men,POL,Rafal Szukala,53.35,2
616,1794,Barcelona,1992,100m,Butterfly,Men,SUR,Anthony Conrad Nesty,53.41,3
617,1795,Barcelona,1992,100m,Butterfly,Men,EUN,Pavlo Khnykin,53.81,4
618,1796,Barcelona,1992,100m,Butterfly,Men,USA,Melvin Stewart,54.04,4
619,1797,Barcelona,1992,100m,Butterfly,Men,CAN,Marcel Gery,54.18,4
620,1798,Barcelona,1992,100m,Butterfly,Men,ESP,Martin Lopez Zubero,54.19,4
621,1799,Barcelona,1992,100m,Butterfly,Men,EUN,Vladislav Kulikov,54.26,4
622,1800,Barcelona,1992,100m,Butterfly,Women,CHN,Hong Qian,58.62,3
623,1801,Barcelona,1992,100m,Butterfly,Women,USA,Christine Ahmann-Leighton,58.74,4
624,1802,Barcelona,1992,100m,Butterfly,Women,FRA,Catherine Plewinski,59.01,4
625,1803,Barcelona,1992,100m,Butterfly,Women,CHN,Xiaohong Wang,59.1,4
626,1804,Barcelona,1992,100m,Butterfly,Women,AUS,Susan O'Neill,59.69,4
627,1805,Barcelona,1992,100m,Butterfly,Women,USA,Summer Sanders,59.82,4
628,1808,Barcelona,1992,100m,Freestyle,Men,EUN,Alexander Popov,49.02,1
629,1809,Barcelona,1992,100m,Freestyle,Men,BRA,Gustavo Borges,49.43,2
630,1810,Barcelona,1992,100m,Freestyle,Men,FRA,Stephan Caron,49.5,3
631,1811,Barcelona,1992,100m,Freestyle,Men,USA,Jon Olsen,49.51,4
632,1812,Barcelona,1992,100m,Freestyle,Men,USA,Matthew Biondi,49.53,4
633,1813,Barcelona,1992,100m,Freestyle,Men,SWE,Tommy Werner,49.63,4
634,1814,Barcelona,1992,100m,Freestyle,Men,GER,Christian Tröger,49.84,4
635,1815,Barcelona,1992,100m,Freestyle,Men,EUN,Gennady Prigoda,50.25,4
636,1816,Barcelona,1992,100m,Freestyle,Women,CHN,Yong Zhuang,54.64,1
637,1817,Barcelona,1992,100m,Freestyle,Women,USA,Jenny Thompson,54.84,2
638,1818,Barcelona,1992,100m,Freestyle,Women,GER,Franziska Van Almsick,54.94,3
639,1819,Barcelona,1992,100m,Freestyle,Women,USA,Nicole Lee Haislett,55.19,4
640,1820,Barcelona,1992,100m,Freestyle,Women,FRA,Catherine Plewinski,55.72,4
641,1821,Barcelona,1992,100m,Freestyle,Women,CHN,Jingyi Le,55.89,4
642,1822,Barcelona,1992,100m,Freestyle,Women,GER,Simone Osygus,55.93,4
643,1823,Barcelona,1992,100m,Freestyle,Women,NED,Karin Brienesse,56.59,4
645,1984,Barcelona,1992,50m,Freestyle,Men,EUN,Alexander Popov,21.91,1
646,1985,Barcelona,1992,50m,Freestyle,Men,USA,Matthew Biondi,22.09,2
647,1986,Barcelona,1992,50m,Freestyle,Men,USA,Thomas Michael Jager,22.3,3
648,1987,Barcelona,1992,50m,Freestyle,Men,FRA,Christophe Kalfayan,22.5,4
649,1988,Barcelona,1992,50m,Freestyle,Men,RSA,Peter Rowan Williams,22.5,4
650,1989,Barcelona,1992,50m,Freestyle,Men,GBR,Mark Andrew Foster,22.52,4
651,1990,Barcelona,1992,50m,Freestyle,Men,EUN,Gennady Prigoda,22.54,4
652,1991,Barcelona,1992,50m,Freestyle,Men,GER,Nils Rudolph,22.73,4
653,1992,Barcelona,1992,50m,Freestyle,Women,CHN,Wenyi Yang,24.79,1
654,1993,Barcelona,1992,50m,Freestyle,Women,CHN,Yong Zhuang,25.08,2
655,1994,Barcelona,1992,50m,Freestyle,Women,USA,Angel Martino,25.23,3
656,1995,Barcelona,1992,50m,Freestyle,Women,FRA,Catherine Plewinski,25.36,4
657,1996,Barcelona,1992,50m,Freestyle,Women,USA,Jenny Thompson,25.37,4
658,1997,Barcelona,1992,50m,Freestyle,Women,EUN,Natalia Meshcheryakova,25.47,4
659,1998,Barcelona,1992,50m,Freestyle,Women,GER,Simone Osygus,25.74,4
660,1999,Barcelona,1992,50m,Freestyle,Women,NED,Inge De Bruijn,25.84,4
661,2008,Seoul,1988,100m,Backstroke,Men,JPN,Daichi Suzuki,55.05,1
662,2009,Seoul,1988,100m,Backstroke,Men,USA,David Charles Berkoff,55.18,2
663,2010,Seoul,1988,100m,Backstroke,Men,URS,Igor Polyanski,55.2,3
664,2011,Seoul,1988,100m,Backstroke,Men,URS,Sergei Zabolotnov,55.37,4
665,2012,Seoul,1988,100m,Backstroke,Men,CAN,Mark Tewksbury,56.09,4
666,2013,Seoul,1988,100m,Backstroke,Men,GDR,Frank Baltrusch,56.1,4
667,2014,Seoul,1988,100m,Backstroke,Men,FRG,Frank Hoffmeister,56.19,4
668,2015,Seoul,1988,100m,Backstroke,Men,CAN,Sean Murphy,56.32,4
669,2040,Seoul,1988,100m,Butterfly,Men,SUR,Anthony Conrad Nesty,53.0,1
670,2041,Seoul,1988,100m,Butterfly,Men,USA,Matthew Biondi,53.01,2
671,2042,Seoul,1988,100m,Butterfly,Men,GBR,Andrew David Jameson,53.3,3
672,2043,Seoul,1988,100m,Butterfly,Men,AUS,Jonathan Sieben,53.33,4
673,2044,Seoul,1988,100m,Butterfly,Men,FRG,Michael Gross,53.44,4
674,2045,Seoul,1988,100m,Butterfly,Men,USA,Jay Paul Mortenson,54.07,4
675,2046,Seoul,1988,100m,Butterfly,Men,CAN,Thomas Ponting,54.09,4
676,2047,Seoul,1988,100m,Butterfly,Men,URS,Vadim Yaroshchuk,54.6,4
677,2048,Seoul,1988,100m,Butterfly,Women,GDR,Kristin Otto,59.0,4
678,2049,Seoul,1988,100m,Butterfly,Women,GDR,Birte Weigang,59.45,4
679,2050,Seoul,1988,100m,Butterfly,Women,CHN,Hong Qian,59.52,4
680,2051,Seoul,1988,100m,Butterfly,Women,FRA,Catherine Plewinski,59.58,4
681,2056,Seoul,1988,100m,Freestyle,Men,USA,Matthew Biondi,48.63,1
682,2057,Seoul,1988,100m,Freestyle,Men,USA,Christopher Charles Jacobs,49.08,2
683,2058,Seoul,1988,100m,Freestyle,Men,FRA,Stephan Caron,49.62,3
684,2059,Seoul,1988,100m,Freestyle,Men,URS,Gennady Prigoda,49.75,4
685,2060,Seoul,1988,100m,Freestyle,Men,URS,Iurie Başcatov,50.08,4
686,2061,Seoul,1988,100m,Freestyle,Men,AUS,Andrew James Baildon,50.23,4
687,2062,Seoul,1988,100m,Freestyle,Men,SWE,Per Johansson,50.35,4
688,2063,Seoul,1988,100m,Freestyle,Men,SWE,Tommy Werner,50.54,4
689,2064,Seoul,1988,100m,Freestyle,Women,GDR,Kristin Otto,54.93,1
690,2065,Seoul,1988,100m,Freestyle,Women,CHN,Yong Zhuang,55.47,2
691,2066,Seoul,1988,100m,Freestyle,Women,FRA,Catherine Plewinski,55.49,3
692,2067,Seoul,1988,100m,Freestyle,Women,GDR,Manuela Stellmach,55.52,4
693,2068,Seoul,1988,100m,Freestyle,Women,CRC,Silvia Poll Ahrens,55.9,4
694,2069,Seoul,1988,100m,Freestyle,Women,NED,Karin Brienesse,56.15,4
695,2070,Seoul,1988,100m,Freestyle,Women,USA,Dara Torres,56.25,4
696,2071,Seoul,1988,100m,Freestyle,Women,NED,Conny Van Bentum,56.54,4
698,2232,Seoul,1988,50m,Freestyle,Men,USA,Matthew Biondi,22.14,1
699,2233,Seoul,1988,50m,Freestyle,Men,USA,Thomas Michael Jager,22.36,2
700,2234,Seoul,1988,50m,Freestyle,Men,URS,Gennady Prigoda,22.71,3
701,2235,Seoul,1988,50m,Freestyle,Men,SUI,Dano Halsall,22.83,4
702,2236,Seoul,1988,50m,Freestyle,Men,SUI,Stefan Volery,22.84,4
703,2237,Seoul,1988,50m,Freestyle,Men,URS,Vladimir Tkachenko,22.88,4
704,2238,Seoul,1988,50m,Freestyle,Men,FRG,Frank Henter,23.03,4
705,2239,Seoul,1988,50m,Freestyle,Men,AUS,Andrew James Baildon,23.15,4
706,2240,Seoul,1988,50m,Freestyle,Women,GDR,Kristin Otto,25.49,1
707,2241,Seoul,1988,50m,Freestyle,Women,CHN,Wenyi Yang,25.64,2
708,2242,Seoul,1988,50m,Freestyle,Women,GDR,Katrin Meissner,25.71,3
709,2243,Seoul,1988,50m,Freestyle,Women,USA,Jill Sterkel,25.71,3
710,2244,Seoul,1988,50m,Freestyle,Women,USA,Leigh Ann Fetter,25.78,4
711,2245,Seoul,1988,50m,Freestyle,Women,ROU,Tamara Costache,25.8,4
712,2246,Seoul,1988,50m,Freestyle,Women,FRA,Catherine Plewinski,25.9,4
713,2247,Seoul,1988,50m,Freestyle,Women,AUS,Karen Tracey Van Wirdum,26.01,4
714,2256,Angeles,1984,100m,Backstroke,Men,USA,Richard John Carey,55.79,1
715,2257,Angeles,1984,100m,Backstroke,Men,USA,David Dennis Wilson,56.35,2
716,2258,Angeles,1984,100m,Backstroke,Men,CAN,Michael West,56.49,3
717,2259,Angeles,1984,100m,Backstroke,Men,NZL,Gary Hurring,56.9,4
718,2260,Angeles,1984,100m,Backstroke,Men,AUS,Mark Kerry,57.18,4
719,2261,Angeles,1984,100m,Backstroke,Men,SWE,Bengt Baron,57.34,4
720,2262,Angeles,1984,100m,Backstroke,Men,CAN,Donald Alexander Goss,57.46,4
721,2263,Angeles,1984,100m,Backstroke,Men,NED,Hans Kroes,58.07,4
722,2288,Angeles,1984,100m,Butterfly,Men,FRG,Michael Gross,53.08,1
723,2289,Angeles,1984,100m,Butterfly,Men,USA,Pablo Morales,53.23,2
724,2290,Angeles,1984,100m,Butterfly,Men,AUS,Glenn Buchanan,53.85,3
725,2291,Angeles,1984,100m,Butterfly,Men,VEN,Rafael Antonio Vidal Castro,54.27,4
726,2292,Angeles,1984,100m,Butterfly,Men,GBR,Andrew David Jameson,54.28,4
727,2293,Angeles,1984,100m,Butterfly,Men,NZL,Anthony Mosse,54.93,4
728,2294,Angeles,1984,100m,Butterfly,Men,FRG,Andreas Behrend,54.95,4
729,2295,Angeles,1984,100m,Butterfly,Men,SWE,Bengt Baron,55.14,4
730,2296,Angeles,1984,100m,Butterfly,Women,USA,Mary T. Meagher,59.26,4
731,2304,Angeles,1984,100m,Freestyle,Men,USA,Ambrose Iv Gaines,49.8,1
732,2305,Angeles,1984,100m,Freestyle,Men,AUS,Marcus Stockwell,50.24,2
733,2306,Angeles,1984,100m,Freestyle,Men,SWE,Per Johansson,50.31,3
734,2307,Angeles,1984,100m,Freestyle,Men,USA,Michael Steward Heath,50.41,4
735,2308,Angeles,1984,100m,Freestyle,Men,SUI,Dano Halsall,50.5,4
736,2309,Angeles,1984,100m,Freestyle,Men,FRA,Stephan Caron,50.7,4
737,2310,Angeles,1984,100m,Freestyle,Men,VEN,Alberto Eugenio Mestre Sosa,50.7,4
738,2311,Angeles,1984,100m,Freestyle,Men,FRG,Dirk Korthals,50.93,4
739,2312,Angeles,1984,100m,Freestyle,Women,USA,Nancy Lynn Hogshead,55.92,1
740,2313,Angeles,1984,100m,Freestyle,Women,USA,Carolyn Steinseifer,55.92,1
741,2314,Angeles,1984,100m,Freestyle,Women,NED,Annemarie Verstappen,56.08,3
742,2315,Angeles,1984,100m,Freestyle,Women,NED,Conny Van Bentum,56.43,4
743,2316,Angeles,1984,100m,Freestyle,Women,AUS,Michelle Pearson,56.83,4
744,2317,Angeles,1984,100m,Freestyle,Women,GBR,June Croft,56.9,4
745,2318,Angeles,1984,100m,Freestyle,Women,FRG,Susanne Schuster,57.11,4
746,2319,Angeles,1984,100m,Freestyle,Women,AUS,Angela Russell,58.09,4
751,2488,Moscow,1980,100m,Backstroke,Men,SWE,Bengt Baron,56.53,1
752,2489,Moscow,1980,100m,Backstroke,Men,URS,Viktor Kuznetsov,56.99,2
753,2490,Moscow,1980,100m,Backstroke,Men,URS,Vladimir Dolgov,57.63,3
754,2491,Moscow,1980,100m,Backstroke,Men,TCH,Miloslav Rolko,57.74,4
755,2492,Moscow,1980,100m,Backstroke,Men,HUN,Sandor Wladar,57.84,4
756,2493,Moscow,1980,100m,Backstroke,Men,NED,Fred Eefting,57.95,4
757,2494,Moscow,1980,100m,Backstroke,Men,AUS,Mark Tonelli,57.98,4
758,2495,Moscow,1980,100m,Backstroke,Men,GBR,Gary Abraham,58.38,4
760,2520,Moscow,1980,100m,Butterfly,Men,SWE,Pär Arvidsson,54.92,1
761,2521,Moscow,1980,100m,Butterfly,Men,GDR,Roger Pyttel,54.94,2
762,2522,Moscow,1980,100m,Butterfly,Men,ESP,David Lopez-Zubero Purcell,55.13,3
763,2523,Moscow,1980,100m,Butterfly,Men,NED,Kees Vervoorn,55.25,4
764,2524,Moscow,1980,100m,Butterfly,Men,URS,Evgeni Seredin,55.35,4
765,2525,Moscow,1980,100m,Butterfly,Men,GBR,Gary Abraham,55.42,4
766,2526,Moscow,1980,100m,Butterfly,Men,FRA,Xavier Savin,55.66,4
767,2527,Moscow,1980,100m,Butterfly,Men,URS,Aleksey Markovsky,55.7,4
768,2536,Moscow,1980,100m,Freestyle,Men,GDR,Jörg Woithe,50.4,1
769,2537,Moscow,1980,100m,Freestyle,Men,SWE,Per Holmertz,50.91,2
770,2538,Moscow,1980,100m,Freestyle,Men,SWE,Per Johansson,51.29,3
771,2539,Moscow,1980,100m,Freestyle,Men,URS,Sergei Koplyakov,51.34,4
772,2540,Moscow,1980,100m,Freestyle,Men,ITA,Raffaele Franceschi,51.69,4
773,2541,Moscow,1980,100m,Freestyle,Men,URS,Sergei Krasiuk,51.8,4
774,2542,Moscow,1980,100m,Freestyle,Men,FRA,Rene Ecuyer,52.01,4
775,2543,Moscow,1980,100m,Freestyle,Men,AUS,Graeme Brewer,52.22,4
776,2544,Moscow,1980,100m,Freestyle,Women,GDR,Barbara Krause,54.79,1
777,2545,Moscow,1980,100m,Freestyle,Women,GDR,Caren Metschuck,55.16,2
778,2546,Moscow,1980,100m,Freestyle,Women,GDR,Ines Diers,55.65,3
779,2547,Moscow,1980,100m,Freestyle,Women,URS,Olga Klevakina,57.4,4
780,2548,Moscow,1980,100m,Freestyle,Women,NED,Conny Van Bentum,57.63,4
781,2549,Moscow,1980,100m,Freestyle,Women,URS,Natalia Strunnikova,57.83,4
782,2550,Moscow,1980,100m,Freestyle,Women,FRA,Guylaine Berger,57.88,4
783,2551,Moscow,1980,100m,Freestyle,Women,SWE,Agneta Eriksson,57.9,4
784,2696,Montreal,1976,100m,Backstroke,Men,USA,John Phillips Naber,55.49,1
785,2697,Montreal,1976,100m,Backstroke,Men,USA,Peter Drake Rocca,56.34,2
786,2698,Montreal,1976,100m,Backstroke,Men,GDR,Roland Matthes,57.22,3
787,2699,Montreal,1976,100m,Backstroke,Men,PUR,Carlos Berrocal,57.28,4
788,2700,Montreal,1976,100m,Backstroke,Men,GDR,Lutz Wanja,57.49,4
789,2701,Montreal,1976,100m,Backstroke,Men,USA,Robert Scott Jackson,57.69,4
790,2702,Montreal,1976,100m,Backstroke,Men,AUS,Mark Kerry,57.94,4
791,2703,Montreal,1976,100m,Backstroke,Men,AUS,Mark Tonelli,58.42,4
792,2728,Montreal,1976,100m,Butterfly,Men,USA,Matthew Haynes Vogel,54.35,1
793,2729,Montreal,1976,100m,Butterfly,Men,USA,Joseph Stuart Bottom,54.5,2
794,2730,Montreal,1976,100m,Butterfly,Men,USA,Gary Jr. Hall,54.65,3
795,2731,Montreal,1976,100m,Butterfly,Men,GDR,Roger Pyttel,55.09,4
796,2732,Montreal,1976,100m,Butterfly,Men,GDR,Roland Matthes,55.11,4
797,2733,Montreal,1976,100m,Butterfly,Men,CAN,Clayton Evans,55.81,4
798,2734,Montreal,1976,100m,Butterfly,Men,JPN,Hideaki Hara,56.34,4
799,2735,Montreal,1976,100m,Butterfly,Men,AUS,Neil Rogers,56.57,4
800,2744,Montreal,1976,100m,Freestyle,Men,USA,Jim Montgomery,49.99,1
801,2745,Montreal,1976,100m,Freestyle,Men,USA,"Jack, Jr. Babashoff",50.81,2
802,2746,Montreal,1976,100m,Freestyle,Men,FRG,Peter Nocke,51.31,3
803,2747,Montreal,1976,100m,Freestyle,Men,FRG,Klaus Steinbach,51.68,4
804,2748,Montreal,1976,100m,Freestyle,Men,ITA,Marcello Guarducci,51.7,4
805,2749,Montreal,1976,100m,Freestyle,Men,USA,Joseph Stuart Bottom,51.79,4
806,2750,Montreal,1976,100m,Freestyle,Men,URS,Vladimir Bure,52.03,4
807,2751,Montreal,1976,100m,Freestyle,Men,URS,Andrei Krylov,52.15,4
808,2752,Montreal,1976,100m,Freestyle,Women,GDR,Kornelia Ender,55.65,1
809,2753,Montreal,1976,100m,Freestyle,Women,GDR,Petra Priemer,56.49,2
810,2754,Montreal,1976,100m,Freestyle,Women,NED,Enith Brigitha,56.65,3
811,2755,Montreal,1976,100m,Freestyle,Women,USA,Kim Marie Peyton,56.81,4
812,2756,Montreal,1976,100m,Freestyle,Women,USA,Shirley Farber Babashoff,56.95,4
813,2757,Montreal,1976,100m,Freestyle,Women,GDR,Claudia Hempel,56.99,4
814,2758,Montreal,1976,100m,Freestyle,Women,USA,Jill Sterkel,57.06,4
815,2759,Montreal,1976,100m,Freestyle,Women,FRG,Judith (Jutta) Weber,57.26,4
816,2904,Munich,1972,100m,Backstroke,Men,GDR,Roland Matthes,56.58,2
817,2905,Munich,1972,100m,Backstroke,Men,USA,Michael Eugene Stamm,57.7,3
818,2906,Munich,1972,100m,Backstroke,Men,USA,John Joseph Murphy,58.35,4
819,2907,Munich,1972,100m,Backstroke,Men,USA,Mitchell Ivey,58.48,4
820,2908,Munich,1972,100m,Backstroke,Men,URS,Igor Grivennikov,59.5,4
821,2909,Munich,1972,100m,Backstroke,Men,GDR,Lutz Wanja,59.8,4
822,2910,Munich,1972,100m,Backstroke,Men,GDR,Jürgen Krüger,59.93,4
823,2936,Munich,1972,100m,Butterfly,Men,USA,Mark Spitz,54.27,1
824,2937,Munich,1972,100m,Butterfly,Men,CAN,Bruce Richard Robertson,55.56,2
825,2938,Munich,1972,100m,Butterfly,Men,USA,Jerry Alan Heidenreich,55.74,3
826,2939,Munich,1972,100m,Butterfly,Men,GDR,Roland Matthes,55.87,4
827,2940,Munich,1972,100m,Butterfly,Men,USA,David Holmes Edgar,56.11,4
828,2941,Munich,1972,100m,Butterfly,Men,CAN,Byron Mac Donald,57.27,4
829,2942,Munich,1972,100m,Butterfly,Men,GDR,Hartmut Flöckner,57.4,4
830,2943,Munich,1972,100m,Butterfly,Men,AUS,Neil Rogers,57.9,4
831,2952,Munich,1972,100m,Freestyle,Men,USA,Mark Spitz,51.22,1
832,2953,Munich,1972,100m,Freestyle,Men,USA,Jerry Alan Heidenreich,51.65,2
833,2954,Munich,1972,100m,Freestyle,Men,URS,Vladimir Bure,51.77,3
834,2955,Munich,1972,100m,Freestyle,Men,USA,John Joseph Murphy,52.08,4
835,2956,Munich,1972,100m,Freestyle,Men,AUS,Michael Vincent Wenden,52.41,4
836,2957,Munich,1972,100m,Freestyle,Men,URS,Igor Grivennikov,52.44,4
837,2958,Munich,1972,100m,Freestyle,Men,FRA,Michel Rousseau,52.9,4
838,2959,Munich,1972,100m,Freestyle,Men,FRG,Klaus Steinbach,52.92,4
839,2960,Munich,1972,100m,Freestyle,Women,USA,Alexandra Lynn Neilson,58.59,3
840,2961,Munich,1972,100m,Freestyle,Women,USA,Shirley Farber Babashoff,59.02,4
841,2962,Munich,1972,100m,Freestyle,Women,AUS,Shane Gould,59.06,4
842,2963,Munich,1972,100m,Freestyle,Women,GDR,Gabriele Wetzko,59.21,4
843,2964,Munich,1972,100m,Freestyle,Women,FRG,Heidemarie Reineck,59.73,4
844,2965,Munich,1972,100m,Freestyle,Women,GDR,Andrea Eife,59.91,4
846,3136,City,1968,100m,Backstroke,Men,GDR,Roland Matthes,58.7,4
847,3168,City,1968,100m,Butterfly,Men,USA,Douglas Albert Russell,55.9,1
848,3169,City,1968,100m,Butterfly,Men,USA,Mark Spitz,56.4,2
849,3170,City,1968,100m,Butterfly,Men,USA,Ross Elliott Wales,57.2,3
850,3171,City,1968,100m,Butterfly,Men,URS,Vladimir Nemshilov,58.1,4
851,3172,City,1968,100m,Butterfly,Men,JPN,Satoshi Maruya,58.6,4
852,3173,City,1968,100m,Butterfly,Men,URS,Yuri Suzdaltsev,58.8,4
853,3174,City,1968,100m,Butterfly,Men,FRG,Lutz Stocklasa,58.9,4
854,3175,City,1968,100m,Butterfly,Men,AUS,Robert Cusack,59.8,4
855,3184,City,1968,100m,Freestyle,Men,AUS,Michael Vincent Wenden,52.2,1
856,3185,City,1968,100m,Freestyle,Men,USA,Kenneth Marshall Walsh,52.8,2
857,3186,City,1968,100m,Freestyle,Men,USA,Mark Spitz,53.0,3
858,3187,City,1968,100m,Freestyle,Men,GBR,Robert Bilsland Mcgregor,53.5,4
859,3188,City,1968,100m,Freestyle,Men,URS,Leonid Ilyichev,53.8,4
860,3189,City,1968,100m,Freestyle,Men,URS,Georgijs Kuļikovs,53.8,4
861,3190,City,1968,100m,Freestyle,Men,ARG,Luis Alberto Nicolao Yanuzzi,53.9,4
862,3191,City,1968,100m,Freestyle,Men,USA,Zachary Zorn,53.9,4
866,3384,Tokyo,1964,100m,Freestyle,Men,USA,Donald Arthur Schollander,53.4,1
867,3385,Tokyo,1964,100m,Freestyle,Men,GBR,Robert Bilsland Mcgregor,53.5,2
868,3386,Tokyo,1964,100m,Freestyle,Men,GER,Hans-Joachim Klein,54.0,3
869,3387,Tokyo,1964,100m,Freestyle,Men,USA,Gary Steven Ilman,54.0,3
870,3388,Tokyo,1964,100m,Freestyle,Men,FRA,Alain Gottvalles,54.2,4
871,3389,Tokyo,1964,100m,Freestyle,Men,USA,Michael Mackay Austin,54.5,4
872,3390,Tokyo,1964,100m,Freestyle,Men,HUN,Gyula Dobai,54.9,4
873,3391,Tokyo,1964,100m,Freestyle,Men,GER,Uwe Jacobsen,56.1,4
874,3392,Tokyo,1964,100m,Freestyle,Women,AUS,Dawn Fraser,59.5,4
875,3393,Tokyo,1964,100m,Freestyle,Women,USA,Sharon Marie Stouder,59.9,4
880,3536,Rome,1960,100m,Freestyle,Men,AUS,John Devitt,55.2,2
881,3537,Rome,1960,100m,Freestyle,Men,USA,Lance Melvin Larson,55.1,1
882,3538,Rome,1960,100m,Freestyle,Men,BRA,Manuel Dos Santos Filho,55.4,3
883,3539,Rome,1960,100m,Freestyle,Men,USA,Richard Bruce Hunter,55.6,4
884,3540,Rome,1960,100m,Freestyle,Men,HUN,Gyula Dobai,56.3,4
885,3541,Rome,1960,100m,Freestyle,Men,CAN,Richard W. Pound,56.3,4
886,3542,Rome,1960,100m,Freestyle,Men,RSA,Aubrey Burer,56.3,4
887,3543,Rome,1960,100m,Freestyle,Men,SWE,Per-Ola Lindberg,57.1,4
888,3656,Melbourne,1956,100m,Freestyle,Men,AUS,Jon Malcolm Henricks,55.4,1
889,3657,Melbourne,1956,100m,Freestyle,Men,AUS,John Devitt,55.8,2
890,3658,Melbourne,1956,100m,Freestyle,Men,AUS,Gary Chapman,56.7,3
891,3659,Melbourne,1956,100m,Freestyle,Men,USA,Logan Reid Patterson,57.2,4
892,3660,Melbourne,1956,100m,Freestyle,Men,USA,Richard Dennis Hanley,57.6,4
893,3661,Melbourne,1956,100m,Freestyle,Men,USA,William Tripp Woolsey,57.6,4
894,3662,Melbourne,1956,100m,Freestyle,Men,JPN,Atsushi Tani,58.0,4
895,3663,Melbourne,1956,100m,Freestyle,Men,FRA,Aldo Eminente,58.1,4
898,3752,Helsinki,1952,100m,Freestyle,Men,USA,Clark Currie Scholes,57.4,1
899,3753,Helsinki,1952,100m,Freestyle,Men,JPN,Hiroshi Suzuki,57.4,1
900,3754,Helsinki,1952,100m,Freestyle,Men,SWE,Göran Larsson,58.2,3
901,3755,Helsinki,1952,100m,Freestyle,Men,JPN,Toru Goto,58.5,4
902,3756,Helsinki,1952,100m,Freestyle,Men,HUN,Geza Kadas,58.6,4
903,3757,Helsinki,1952,100m,Freestyle,Men,AUS,Rex Aubrey,58.7,4
904,3758,Helsinki,1952,100m,Freestyle,Men,FRA,Aldo Eminente,58.7,4
905,3759,Helsinki,1952,100m,Freestyle,Men,USA,Ronald Francis Gora,58.8,4
906,3840,London,1948,100m,Freestyle,Men,USA,Walter Stephen Ris,57.3,2
907,3841,London,1948,100m,Freestyle,Men,USA,Alan Robert Ford,57.8,3
908,3842,London,1948,100m,Freestyle,Men,HUN,Geza Kadas,58.1,4
909,3843,London,1948,100m,Freestyle,Men,USA,Keith Eyre Carter,58.3,4
910,3844,London,1948,100m,Freestyle,Men,FRA,Alexandre Jany,58.3,4
911,3845,London,1948,100m,Freestyle,Men,SWE,Per-Olof Olsson,59.3,4
912,3846,London,1948,100m,Freestyle,Men,HUN,Zoltan Szilard,59.6,4
916,3928,Berlin,1936,100m,Freestyle,Men,HUN,Ferenc Csik,57.6,1
917,3929,Berlin,1936,100m,Freestyle,Men,JPN,Masanori Yusa,57.9,2
918,3930,Berlin,1936,100m,Freestyle,Men,JPN,Shigeo Arai,58.0,3
919,3931,Berlin,1936,100m,Freestyle,Men,JPN,Masaharu Taguchi,58.1,4
